Anthoceros_agrestis	Anthocerotophyta
Anthoceros_angustus	Anthocerotophyta
Anthoceros_fusiformis	Anthocerotophyta
Anthoceros_lamellatus	Anthocerotophyta
Anthoceros_laminiferus	Anthocerotophyta
Anthoceros_punctatus	Anthocerotophyta
Folioceros_fuciformis	Anthocerotophyta
Folioceros_glandulosus	Anthocerotophyta
Dendroceros_crispus	Anthocerotophyta
Dendroceros_validus	Anthocerotophyta
Megaceros_flagellaris	Anthocerotophyta
Megaceros_leptohymenius	Anthocerotophyta
Megaceros_pellucidus	Anthocerotophyta
Nothoceros_aenigmaticus	Anthocerotophyta
Nothoceros_giganteus	Anthocerotophyta
Nothoceros_vincentianus	Anthocerotophyta
Phaeomegaceros_coriaceus	Anthocerotophyta
Phaeomegaceros_hirticalyx	Anthocerotophyta
Leiosporoceros_dussii	Anthocerotophyta
Notothylas_javanica	Anthocerotophyta
Notothylas_orbicularis	Anthocerotophyta
Paraphymatoceros_coriaceus	Anthocerotophyta
Phaeoceros_carolinianus	Anthocerotophyta
Phaeoceros_dendroceroides	Anthocerotophyta
Phaeoceros_laevis	Anthocerotophyta
Phaeoceros_pearsonii	Anthocerotophyta
Physcomitrella_patens	Bryophyta
Sanionia_uncinata	Bryophyta
Nyholmiella_obtusifolia	Bryophyta
Syntrichia_ruralis	Bryophyta
Sphagnum_palustre	Bryophyta
Takakia_lepidozioides	Bryophyta
Tetraphis_pellucida	Bryophyta
Blasia_pusilla	Marchantiophyta
Haplomitrium_blumei	Marchantiophyta
Haplomitrium_chilensis	Marchantiophyta
Haplomitrium_gibbsiae	Marchantiophyta
Haplomitrium_hookeri	Marchantiophyta
Allisonia_cockaynii	Marchantiophyta
Austrofossombronia_australis	Marchantiophyta
Fossombronia_angulosa	Marchantiophyta
Barbilophozia_barbata	Marchantiophyta
Barbilophozia_hatcheri	Marchantiophyta
Barbilophozia_lycopodioides	Marchantiophyta
Calypogeia_fissa	Marchantiophyta
Calypogeia_muelleriana	Marchantiophyta
Cephalozia_bicuspidata	Marchantiophyta
Cephaloziella_varians	Marchantiophyta
Diplophyllum_albicans	Marchantiophyta
Diplophyllum_obtusifolium	Marchantiophyta
Isopaches_bicrenatus	Marchantiophyta
Lepidozia_reptans	Marchantiophyta
Lophozia_ventricosa	Marchantiophyta
